энмэн уӄӄэмӄэй ԓыгэн	 э н м э н _ у ӄ ӄ э м _ ӄэй _ ԓ ы г э н _ 
ӄун ӄунԓэԓюнэ	 ӄ у н _ ӄ у н _  ԓ э ԓ ю _  н э _ 
нутэк тэӈэмԓьуткутэ гэнымкэвԓин ынин	 н у т э _  к _ т э ӈ _  э м _  ԓ ь у т к у _  т _ э _ г э _  н ы _  м к э в _  ԓ и н _ ы н _  и н _ 
итрэтӄэй юур	 и т р э т _ ӄэй _ ю у р _ 
вай ӄуԓивуԓӄытвик нэмэ	 в а й _ ӄ у ԓ _  и в у _ ԓӄы _ тви _  к _ н э м э _ 
гакаӈыԓьымкиӈын ныԓячаӄэн	 г а к а ӈ ы _  ԓ ь ы _  м к и ӈ ы _  н _ н ы _  ԓ я ч а _  ӄ э н _ 
ынӈатаԓым ныԓгинымкыӄин	 ы н ӈ а т _ аԓым _ ны _  ԓ г и _  н ы _ мкы _ ӄин _ 
ӄытԓыги эӄэԓьын нэмэ ԓыгэн	 ӄ ы т ԓ ы г и _ э ӄ э _  ԓ ь ы _ н _ н э м э _ ԓ ы г э н _ 
кыткаракэгъет пыкитчыӄиквъэт ынкы	 к ы т к а р а _  к э г _  ъ е _  т _ п ы к и т ч ы ӄ и к _ въэ _ т _ ы н _ кы _ 
пыкиргъэт ынкъам нымӈыԓёӄэнат	 п ы к и р _  г ъ э _ т _ ы н к ъ а м _ н ы _  м ӈ ы ԓ ё _  ӄ э н а _ т _ 
ванэван ӄыԓьугыткы ӄытвыгыткы гэмо моргынан ымыԓьэты	 в а н э в а н _ ӄ ы _  ԓ ь у _ гы _  т к ы _ ӄ ы т в ы _  г ы т к ы _ г э _ мо _ м о р г ы _ нан _ ы м ы ԓ ь _ эты _ 
ӄунԓеԓюн рэмкын вэнԓыги танԓёӈытва нэнтынэт ӄунԓеԓюн рэмкын аԓымы ымы ынкы нытваӄэн ыргин чакыгэт ӈавйъеԓгытомгын эквэтгъи	 ӄ у н _  ԓ е ԓ ю н _ р э м к ы _ н _ в э н ԓ ы г и _ т а н ԓ ё _  ӈ ы _  т в а _ н э _  н т ы _  н э _ т _ ӄ у н _ ԓеԓюн _ р э м к ы _  н _ а ԓ ы м ы _ ы м ы _ ы н _ кы _ н ы _ тва _ ӄэн _ ы р г и н _ ч а к ы г э т _ ӈ а в _  й ъ _  е ԓ г ы т о м г ы _  н _ э к в э т _ гъ _ и _ 
ынӄэн этратчыӈын	 ы н ӄ э н _ э т р а _ тчы _  ӈ ы _ н _ 
ако ынраӄ ынӄэн	 а к о _ ы н р а _ ӄ _ ы н ӄ э н _ 
ръэт нэркыԓейвын ӄунԓеԓюргин юур вай	 р ъ э _ т _ н э _  р к ы _  ԓ е й в ы _ н _ ӄ у н _  ԓ е ԓ ю р г _  и н _ ю у р _ в а й _ 
вытратычгатгъэ этратчыӈын ӄунԓеԓю нычимгъуӄин ынӄо нивӄинэт ӄунԓеԓюн тумгыт	 в ы т р а _ ты _  ч г _ ат _ гъэ _ э т р а _  т ч ы _  ӈ ы _ н _ ӄ у н _ ԓеԓю _ н ы _  ч и м г ъ у _ ӄин _ ы н ӄ о _ н _ ив _  ӄ и н э _ т _ ӄ у н _  ԓ е ԓ ю н _ т у м г ы _ т _ 
ӄунԓеԓюнэ ивнинэт эвнэгынтэвкэ мачынан ынйъомык аны нычимгъуӄин	 ӄ у н _  ԓ е ԓ ю _  н э _ и в _ ни _  н э _ т _ э в н э _  г ы н т э в _  к _ э _ м а ч ы _ нан _ ы н й ъ о _  м ы к _ а н ы _ н ы _  ч и м г ъ у _ ӄин _ 
ӄунԓеԓю нивӄин	 ӄ у н _  ԓ е ԓ ю _ н _ ив _ ӄин _ 
ымӈан этъопэԓ миӈкыри мынынтынэт	 ы м ӈ а н _ э т ъ о _ пэԓ _ м и ӈ _ кы _ ри _ м ы н ы _ нты _  н э _ т _ 
наӄам ӄунԓеԓюн тумгыт	 н а ӄ а м _ ӄ у н _  ԓ е ԓ ю н _ т у м г ы _  т _ 
ԓыгитъэркинэт нынныт ыргинэт 	 ԓ ы г и т ъ э р _  к и н э _ т _ н ы н н ы _  т _ ы р г и _ нэ _ т _ _ 
пэтывтычгын ирэпиӄытъым вэтгавкытувъе чеграйӈо	 п э т ы _  в т ы ч г ы _  н _ и р э _  п и ӄ ы _ т _  ъ ы м _ в э т г а в _  к ы т у _  в ъ _  е _ ч е г р а _  й ӈ о _ 
ыттъыӄопай риӄуӄӄэй ынкъам уӄӄэмэӄэй ӈан	 ы т т ъ ы ӄ о _  п а й _ р и ӄ у ӄ _  ӄ э й _ ы н к ъ а м _ у ӄ ӄ э м э _  ӄ э й _ ӈ а н _ 
нутэк ԓьоо ынкъам ӄутти нэмыӄэй	 н у т э _  к _ ԓ ь о _ о _ ы н к ъ а м _ ӄ у т _ ти _ н э м ы ӄ э й _ 
нутэк ԓьооӄагтэ ӄынвэр ивнинэт ӄунԓеԓюнэ ынкъам	 н у т э _  к _ ԓ ь о _ о _  ӄ а г _ тэ _ ӄ ы н в э р _ и в _ ни _  н э _ т _ ӄ у н _ ԓеԓю _  н э _ ы н к ъ а м _ 
ынӈин ӄаанэтԓета	 ы н ӈ и н _ ӄ а а н э т ԓ е т _  а _ 
мынԓеркын ытри моогьат ӄаанэтԓетыԓьатык	 м ы н _  ԓ е _ ркын _ ы т р и _ м о о _  г ь а _  т _ ӄ а а н э т ԓ е т ы _  ԓ ь а _  т ы к _ 
гамгорвэты аны ӈоты	 г а _  м г о р в _  э т ы _ а н ы _ ӈ о т ы _ 
ԓыгэймэквъэт эӄэԓьыт ӄунԓеԓю гиръытвыԓин	 ԓ ы г _  э й м э к _  в ъ э _ т _ э _  ӄ э ԓ ь ы _ т _ ӄ у н _  ԓ е ԓ ю _ г и _  р ъ ы т в ы _  ԓ и н _ 
тэӈиръыкэ нъэԓгъи амыным	 т э ӈ _  и р ъ ы _  к _  э _ н _  ъ э ԓ _ гъ _ и _ а м _  ы н ы м _ 
ныԓгитэнтымгэтӄин ӈаргынэн таӈайъыткынка ымы ӄунԓеԓю иръытвинэӈу гаӄъоԓяԓен кытгыргоԓягты ӄынур ины ӄъоԓяпԓыткой	 ны _  ԓ г и _  т э н _ тымгэт _ ӄин _ ӈ а р г ы _  н э н _ т а ӈ а _  й ъ ы _ ткын _ к _ а _ ы м ы _ ӄ у н _  ԓ е ԓ ю _ и р ъ ы _  т в и н э _  ӈ у _ г а _  ӄ ъ о ԓ я _ ԓен _ к ы т г ы р г о ԓ я _ гты _ ӄ ы н у р _ и н ы _ ӄ ъ о ԓ я _  п ԓ ы т к о _  й _ 
 нэръэпыӄэн эръэпыма эвыр	 _ н э _  р ъ _  э п ы _  ӄ э н _ э р ъ _  э п ы м _  а _ э в ы р _ 
ныйъэтӄин ӈаргынэн ԓыгэӄыԓпэ рэченма ныпиӈэръуӄин къаԓейпыма 	 ны _  й ъ э т _ ӄин _ ӈ а р г ы _  н э н _ ԓ ы г _  э ӄ ы ԓ п э _ р э ч е н _  м а _ н ы _  п и ӈ э _ ръу _ ӄин _ к ъ а ԓ е _  й п ы м _  а _ _ 
нывъятԓьоӄэн ԓейпыма ныпыԓмыръоӄэн эвыр	 ны _  в ъ я т _  ԓ ь о _ ӄэн _ ԓ е й п ы м _  а _ н ы _  п ы ԓ м ы _ ръо _  ӄ э н _ э в ы р _ 
тантэнмавыпԓыткой орвэты ӄытгъи орвык вакъой аны тэнԓыԓечурмэтэ гапыԓмыръочгатԓен вачаӄ вэнԓыги	 т а н т э _  н м а в ы _  п ԓ ы т к о _  й _ о р в _ эты _ ӄ ы т _ гъ _ и _ о р в ы _  к _ в а к ъ о _  й _ а н ы _ т э н ԓ ы ԓ е _  ч у р м э _  т э _ г а _  п ы ԓ м ы _  р ъ о ч г _ ат _ ԓен _ в а ч а ӄ _ в э н ԓ ы г и _ 
ынӈин ныԓеӄинэт ынкъам ныянотӄэн тумгэӄэй ирэпиӄытъым аны ныԓеӄинэт атав ынӈин	 ы н ӈ и н _ н ы _  ԓ е _  ӄ и н э _ т _ ы н к ъ а м _ н ы _  я н о т _  ӄ э н _ т у м г э _ ӄэй _ и р э _  п и ӄ ы _ т _  ъ ы м _ а н ы _ н ы _  ԓ е _  ӄ и н э _ т _ а т а в _ ы н ӈ и н _ 
вуԓӄытвий ӄынвэр нывиԓгъэт ынкы ӄунԓеԓюн мараврат ынкы	 в у ԓ ӄ ы _ тви _  й _ ӄ ы н в э р _ н ы _  в и ԓ г _ ъэ _ т _ ы н _ кы _ ӄ у н _  ԓ е ԓ ю н _ м а р а в р а _ т _ ы н _ кы _ 
нэмэ нымэԓеттыԓеӄин ӈаргынэн ӄунԓеԓюнэ ивнинэт	 н э м э _ н ы _  м э ԓ е т _  т ы ԓ е _ ӄин _ ӈ а р г ы _  н э н _ ӄ у н _ ԓеԓю _  н э _ и в _ ни _  н э _ т _ 
тумгыт нэмэ ӄунԓеԓюнэ ивнинэт	 т у м г ы _ т _ н э м э _ ӄ у н _  ԓ е ԓ ю _  н э _ и в _ ни _  н э _ т _ 
пэԓӄынтэтгъэт ораяаԓегты ӈоонӄо тыԓек ивнинэт мэрынрэӄэй тумгыт	 п э ԓ ӄ ы н т _ эт _  г ъ э _ т _ о р а _  я а ԓ е _ гты _ ӈ о о н _  ӄ о _ т ы ԓ е _  к _ и в _ ни _  н э _ т _ м э р ы н р э _  ӄ э й _ т у м г ы _  т _ 
мынчамэттанат 	 м ы н _  ч а м э т т а _  н а _ т _ _ 
ӈаан ныйыԓӄатчаӄэнат тумгиирыкым эвыр ночӄэн ынӄо ӈааанӄо	 ӈ а а н _ н ы _  й ы ԓ ӄ _  а т ч а _ ӄэна _ т _ т у м г _  и и р ы _  к ы м _ э в ы р _ н о ч _  ӄ э н _ ы н ӄ о _ ӈ а а а _  н _  ӄ о _ 
тыԓек ивнинэт нэмэ	 т ы ԓ е _  к _ и в _ ни _  н э _ т _ н э м э _ 
тумгыт эченур ирвыт таӈымыԓьо	 т у м г ы _ т _ э ч е н _ ур _ и р в ы _ т _ т а ӈ _  ы м ы ԓ ь о _ 
мынынԓейвынэт юрэӄ ӈаан ыръыйыԓӄэтыркыт эвытԓым виин амыргынан ытръэч	 м ы н ы _ н _  ԓ е й в ы _  н э _ т _ ю р э ӄ _ ӈ а а н _ ы р ъ ы _  й ы ԓ ӄ _ эты _  р к ы _ т _ э в ы т ԓ ы м _ в и и н _ а м ы р г ы _ нан _ ы т р ъ э ч _ 
пойгыт мынынрынэт ик тумгыӄэгти ӄунԓеԓюн айыԓгыкыԓьэнат	 п о _  й г ы т _ м ы _  н ы н р ы _  н э _ т _ и _ к _ т у м г ы _  ӄ э г _ ти _ ӄ у н _  ԓ е ԓ ю н _ а й ы ԓ _  г ы _  к ы _ ԓь _  э н а _ т _ 
нымэԓьэв гатэнмавръоԓенат начамэттанат ынӄэн йыԓӄыԓьыгинив энмэч пыкиргъэт ырык	 ны _  м э ԓ ь э в _ г а _  т э _  н м _ ав _  р ъ о _ ԓена _ т _ н а ч а м э т т а _  н а _ т _ ы н ӄ э н _ й ы ԓ ӄ ы _ ԓьы _  г и н _ ив _ э н м э ч _ п ы к и р _ гъэ _ т _ ы р ы _ к _ 
 эвын ныйыԓӄатчаӄэнат нэмэ ивнинэт	 _ э в ы н _ н ы _  й ы ԓ ӄ _  а т ч а _ ӄэна _ т _ н э м э _ и в _ ни _  н э _ т _ 
ӄунԓеԓюнэ эчги	 ӄ у н _  ԓ е ԓ ю _  н э _ э ч г и _ 
мытрэпԓыткуӈынэт майынԓяк ирвыт ынраӄ йыԓӄыԓьыт	 м ы т _  р э _  п ԓ ы т к у _  ӈ ы _  н э _ т _ м а й ы н ԓ я _  к _ и р в ы _ т _ ы н р а _ ӄ _ й ы ԓ ӄ ы _  ԓ ь ы _  т _ 
мынынмыткойвынат ԓыгэн	 м ы н ы _  н м ы _  т к о _  й в ы _  н а _  т _ ԓ ы г э н _ 
ынкы орвык ыпэ майынԓяк	 ы н _ кы _ о р в ы _  к _ ы п э _ м а й ы н ԓ я _  к _ 
ирвыт ынраӄ йыԓӄыԓьыт мынынмыткойвынат	 и р в ы _ т _ ы н р а _ ӄ _ й ы ԓ ӄ ы _ ԓьы _  т _ м ы н ы _  н м ы _  т к о _  й в ы _  н а _ т _ 
ԓыгэн ынкы	 ԓ ы г э н _ ы н _ кы _ 
орвык ыпэ намгонат ирвыт	 о р в ы _  к _ ы п э _ н а м г о _ на _ т _ и р в ы _ т _ 
тыгинрыԓьэтык орвэпы ԓыгэн	 т ы _  г и н р ы _  ԓ ь _  э т ы _ к _ о р в _  э п ы _ ԓ ы г э н _ 
ныԓгэӄэйыԓӄатчаӄэнат аӄаԓьымкычгын нэпԓыткунэт майынԓяк ирвыт ынӄо	 ны _  ԓ г э _  ӄ э й _  ы ԓ ӄ _  а т ч а _  ӄ э н а _ т _ а _  ӄ а ԓ ь ы _  м к ы ч г ы _ н _ н э _  п ԓ ы т к у _  н э _ т _ м а й ы н ԓ я _  к _ и р в ы _ т _ ы н ӄ о _ 
ивнинэт нэмэ	 и в _ ни _  н э _ т _ н э м э _ 
ӄунԓеԓюнэ ԓыгэн ынкы нытынпычерӄэнат	 ӄ у н _  ԓ е ԓ ю _  н э _ ԓ ы г э н _ ы н _ кы _ н ы _  т ы н п ы _  ч е р _  ӄ э н а _ т _ 
эӄэԓьыт аны нырэԓиԓӄутръуӄинэт эӄэԓьыгинив наӄам эвыр чыкэевыԓьын орвэпы нэнарэрыԓьатӄэнат ченэтэрвэты	 э _  ӄ э ԓ ь ы _ т _ а н ы _ н ы _  р э ԓ и ԓ _  ӄ у т _  р ъ у _  ӄ и н э _ т _ э _ ӄэԓьы _  г и н _ ив _ н а ӄ а м _ э в ы р _ ч ы к э е в ы _  ԓ ь ы _ н _ о р в _ эпы _ н _  э н а _  р э р ы _ ԓьат _  ӄ э н а _ т _ ч е н э _  т э р в _  э т ы _ 
наӄам ԓьук ныԓвавӄэнат ирвыт	 н а ӄ а м _ ԓ ь у _  к _ н ы _  ԓ в а в _  ӄ э н а _ т _ и р в ы _ т _ 
аны ынкы наԓгэнмыткойвынат	 а н ы _ ы н _ кы _ н а _  ԓ г э _  н м ы _ тко _  й в ы _  н а _  т _ 
эӄэԓьыт ӄунԓеԓюнэ мараврата гынтэвыԓьыт тиӈурэ нычеӈкайвыӄэнат нэмэ ынкы тэӈыткунинэт	 э _  ӄ э ԓ ь ы _ т _ ӄ у н _  ԓ е ԓ ю _ нэ _ м а р а в р а _  т а _ г ы н т э в ы _ ԓьы _  т _ т _  и ӈ у р э _ н ы _  ч е ӈ _  к а й в ы _ ӄэна _ т _ н э м э _ ы н _ кы _ т э ӈ ы _  т к у _  н и _  н э _ т _ 
эӄэԓьыт ӄунԓеԓюнэ мараврата аԓымы тъэркинэӄэй ӄунԓеԓюн	 э _  ӄ э ԓ ь ы _ т _ ӄ у н _  ԓ е ԓ ю _ нэ _ м а р а в р а _  т а _ а ԓ ы м ы _ т ъ э р _  к и н э _  ӄ э й _ ӄ у н _  ԓ е ԓ ю н _ 
мараврат ӄоныръым гагыттавъяԓенат	 м а р а в р а _  т _ ӄ о н ы _ р _ ъым _ г а _  г ы т т а в ъ я _  ԓ е н а _ т _ 
ӄунԓеԓюнэ таӈымыԓьо выятӄаат ынкы ӈэԓвыԓьу нагтатын	 ӄ у н _  ԓ е ԓ ю _  н э _ т а ӈ _ ымыԓьо _ в ы я т _  ӄ а а т _ ы н _ кы _ ӈ э ԓ в ы _  ԓ ь _  у _ н _  а г т а т ы _ н _ 
ярагты ынкы ӄутти анмыка рытъёттэ ӄаагтатыԓьо	 я р а _  г т ы _ ы н _ кы _ ӄ у т _ ти _ а н _ мык _  а _ р ы т ъ ё т _ тэ _ ӄ а а _  г т а т ы _  ԓ ь _  о _ 
нэԓгынэт ӈан оравэтԓьат ынвэр	 н _  э ԓ г ы _  н э _ т _ ӈ а н _ о р а в э т ԓ ь а _ т _ ы н в э р _ 
ӄунԓеԓюргин ӈаԓвыԓьиӈын гэԓгимкэтԓин миӈкыри ӄун	 ӄ у н _  ԓ е ԓ ю р г _  и н _ ӈ а ԓ в ы _  ԓ ь _ иӈы _  н _ г э _  ԓ г и _  м к э т _ ԓин _ м и ӈ _ кы _ ри _ ӄ у н _ 
танԓымынӄо эмиткэйвык наӄам гамгаԓымынӄо	 т а н ԓ ы м _ ынӄо _ э _  м и т _  к э й в ы _  к _ н а ӄ а м _ г а _  м г а ԓ ы м _  ы н ӄ о _ 
ныԓӄыритъюуӄин эӄэԓьэ ӄунԓеԓю ӄынвэр уйӈэ нъэԓгъи эӄэԓьыкэ аны	 ны _  ԓ ӄ ы р и т ъ ю у _  ӄ и н _ э _  ӄ э ԓ _ ь _ э _ ӄ у н _ ԓеԓю _ ӄ ы н в э р _ у й ӈ э _ н _  ъ э ԓ _ гъ _ и _ э _  ӄ э ԓ ь ы _  к _  э _ а н ы _ 
ӄунԓеԓю ганӈэнайпыԓен нивӄин ԓюур	 ӄ у н _  ԓ е ԓ ю _ г а _  н ӈ э н а _ йпы _ ԓен _ н _ ив _  ӄ и н _ ԓ ю у р _ 
ӄоԓ ӄуԓиԓьэтгъи ӄԓявыԓ ынӄэн	 ӄ о ԓ _ ӄ у ԓ и _ ԓьэт _ гъ _ и _ ӄ ԓ я в ы ԓ _ ы н ӄ э н _ 
мотԓынтона ынӄо иквъи ӄунԓеԓю ытръэч ԓыгимиӈкы	 м о т ԓ ы н т о _  н а _ ы н ӄ о _ и к _ въ _ и _ ӄ у н _  ԓ е ԓ ю _ ы т р ъ э ч _ ԓ ы г и м и ӈ _ кы _ 
варкын ивнин ӄунԓеԓюнэ уӄӄэмӄэй ынӄо уӄӄэмӄэйынэ ивнинэт	 в а _  р к ы н _ и в _ ни _ н _ ӄ у н _ ԓеԓю _  н э _ у ӄ ӄ э м _ ӄэй _ ы н ӄ о _ у ӄ ӄ э м _ ӄэй _  ы н _  э _ и в _ ни _  н э _ т _ 
ынкъам мыныюмӈимык нанмынат ынӄэнат рымӈэвъёно	 ы н к ъ а м _ м ы н ы _  ю м ӈ и _  м ы к _ н _  а н м ы _  н а _  т _ ы н ӄ э н а _ т _ р ы м ӈ э в _  ъ ё н _ о _ 
ынӄо нымӈиӄин уӄӄэмӄэй нутэк ԓьоо нивӄин уӄӄэмӄэй ынкы нэмэ	 ы н ӄ о _ н ы _  м ӈ и _ ӄин _ у ӄ ӄ э м _ ӄэй _ н у т э _  к _ ԓ ь о _ о _ н _  и в _ ӄин _ у ӄ ӄ э м _ ӄэй _ ы н _ кы _ н э м э _ 
мытрэмӈигъэ ынкъым вэчьым	 м ы т _  р э _  м ӈ и _  г ъ _  э _ ы н _  к _  ъ ы м _ в э ч _ ьым _ 
мытрэԓьуӈын мотԓынто ыныкит мытранмыӈын майӈывопӄы вэчьым ӄун мытрэԓьуӈын мотԓынто ынӄо	 м ы т _  р э _  ԓ ь у _  ӈ ы _ н _ м о т ԓ ы н т о _ ы н ы _ кит _ м ы т _  р а _ нмы _ ӈы _ н _ м а й ӈ ы _  в о п ӄ ы _ в э ч _ ьым _ ӄ у н _ м ы т _  р э _ ԓьу _  ӈ ы _ н _ м о т ԓ ы н т о _ ы н ӄ о _ 
пԓыткугъэт мыӈик аны	 п ԓ ы т к у _  г ъ э _ т _ м ы ӈ _  и к _ а н ы _ 
ӈан гэмгутыԓеԓинэт ԓыгэн	 ӈ а н _ г э _  м г у _  т ы ԓ е _  ԓ и н э _ т _ ԓ ы г э н _ 
ӄооӈ миӈкыри ръаянраӈаеты ымтыԓяӈэт ныръэтгэтаӄэн	 ӄ о о ӈ _ м и ӈ _ кы _ ри _ р ъ а я _  н _  р а _  ӈ а _  е т ы _ ы м _  т ы ԓ я _  ӈ э т _ н ы _  р ъ э т _  г э т а _  ӄ э н _ 
ирэпиӄытъым наӄам ытԓён эԓгаргаканъёԓьын ԓюур ирэпиӄытъым иквъи вэчьым ӄун ынӄэн уӄӄэмӄэй	 и р э _  п и ӄ ы _ т _  ъ ы м _ н а ӄ а м _ ы т ԓ ё н _ э ԓ г а _  р г а к а н ъ ё ԓ ь ы _  н _ ԓ ю у р _ и р э _  п и ӄ ы _ т _  ъ ы м _ и к _ въ _ и _ в э ч _ ьым _ ӄ у н _ ы н ӄ э н _ у ӄ ӄ э м _ ӄэй _ 
нивӄин вынэатав ԓыгэн ынкэгйит мынԓеркын 	 н _  и в _ ӄин _ в ы н э а т а в _ ԓ ы г э н _ ы н к э г _ йит _ м ы н _  ԓ е _ ркын _ _ 
эпԓеэн ръэӈэй ынӄэн аны	 э п ԓ е э н _ р ъ э _  ӈ э й _ ы н ӄ э н _ а н ы _ 
нымгутыԓеӄинэт атав	 н ы м г у т ы ԓ е _ ӄинэ _ т _ а т а в _ 
ԓыгэн ынкэгйит ԓюур	 ԓ ы г э н _ ы н к э г _ йит _ ԓ ю у р _ 
ӄэгԓынангэр вытрэтгъи янраӈагчыӈын	 ӄ э г ԓ ы _ нан _  г э р _ в ы т р э т _ гъ _ и _ я н р а _  ӈ а г ч ы _  ӈ ы _  н _ 
ынкэсӄыкым нывытрэтӄин ӄынур майӈыпырӄаквыԓгын 	 ы н к э _  с ӄ ы _  к ы м _ н ы _  в ы т р э т _ ӄин _ ӄ ы н у р _ м а й ӈ ы _  п ы р ӄ а к _  в ы _  ԓ г ы _ н _ _ 
ӄытԓыги майӈывопӄачгын ынкэгиӈкы рэвиквъэт ынӄэн майӈыянраӈайгэӈкы	 ӄ ы т ԓ ы г и _ м а й ӈ ы _  в о п ӄ а ч _  г ы _  н _ ы н к э г и ӈ _ кы _ р э в и к _ въэ _ т _ ы н ӄ э н _ м а й ӈ ы _  я н р а _  ӈ а й _  г э ӈ _ кы _ 
ынӄо эквэтгъэт ӈэнри ӈэйыттэтгъэт	 ы н ӄ о _ э к в э т _  г ъ э _ т _ ӈ э н _  р и _ ӈ э й ы т _  т э т _  г ъ э _ т _ 
ӈыроргарэ	 ӈ ы р о р г а _ рэ _ 
 ирэпиӄытъым уӄӄэмӄэй ынкъам ӄунԓеԓю	 _ и р э _  п и ӄ ы _ т _  ъ ы м _ у ӄ ӄ э м _  ӄ э й _ ы н к ъ а м _ ӄ у н _ ԓеԓю _ 
нычамэттаӄэн вопӄайӈын ӄынвэр нэԓгинэймэвын ынкы	 ны _  ч а м э т т а _  ӄ э н _ в о п ӄ а й ӈ ы _  н _ ӄ ы н в э р _ н э _  ԓ г и _  н _  э й м э _ вы _ н _ ы н _ кы _ 
ытԓёнайӈын нытԓытвачгатӄэн ӄынур пырӄаквыԓгычгын ԓюур нэтиӈутчиргъэн ӈыронԓяӈо	 ы т ԓ ё н а _ йӈы _ н _ н ы _  т ԓ ы т в а _  ч г _ ат _ ӄэн _ ӄ ы н у р _ п ы р ӄ а к _  в ы _  ԓ г ы ч г ы _ н _ ԓ ю у р _ н э _  т _  и ӈ у т _  ч и р _  г ъ э _ н _ ӈ ы р о н ԓ я _  ӈ о _ 
 ынкы нэтэӈкыргун вопӄайӈын ынӄо	 _ ы н _ кы _ н э _  т э ӈ _  к ы р г у _  н _ в о п ӄ а й ӈ ы _  н _ ы н ӄ о _ 
нэнкэвчитчевын ӈайӄаԓетԓы нэныпкирэтгъэн ярак нэнвэнӈын	 н э _  н к э в _  ч и т ч е в ы _  н _ ӈ а й _  ӄ а ԓ е _ тԓы _ н э _  н ы _ пкир _ эт _ гъэ _ н _ я р а _ к _ н э _ н _  в э н _  ӈ ы _ н _ 
ӈэвысӄэтэ ынӄо ивнинэт уӄӄэмӄэйынэ гэмӈиԓин уӄӄэмӄэй энмэн	 ӈ э в ы с ӄ э т _  э _ ы н ӄ о _ и в _ ни _  н э _ т _ у ӄ ӄ э м _  ӄ э й _  ы н э _ г э _  м ӈ и _ ԓин _ у ӄ ӄ э м _ ӄэй _ э н м э н _ 
йъэԓыги ныӄуӈычгэтӄин нинивӄин ӄунԓеԓюнэ энмэч эӄыԓпэ ӄырэԓьуӈыркын мотԓынто ынӄо	 й ъ _ эԓыги _ н ы _  ӄ у ӈ ы _  ч г э т _ ӄин _ н _  и н _ ив _ ӄин _ ӄ у н _  ԓ е ԓ ю _  н э _ э н м э ч _ э ӄ ы ԓ п э _ ӄ ы р э _  ԓ ь у _  ӈ ы _  р к ы н _ м о т ԓ ы н т о _ ы н ӄ о _ 
уӄӄэмӄэй иквъи ынӄэн	 у ӄ ӄ э м _ ӄэй _ и к _ въ _ и _ ы н ӄ э н _ 
нымным мытрамӈыԓёйвыӈын ӄоԓ ынкэкин оравэтԓьан ытръэч ӄун нэмэԓым нотасӄычыковты ваԓьыраԓьыт чамъам мытрэԓьуӈынэт ынӄо пԓыткуй вэтгавкы уӄӄэмӄэй ӄунԓеԓю	 н ы м н ы м _ м ы т _  р а _  м ӈ ы ԓ ё _  й в ы _  ӈ ы _ н _ ӄ о ԓ _ ы н _  к э _ кин _ о р а в э т ԓ ь а _ н _ ы т р ъ э ч _ ӄ у н _ н э м э ԓ ы м _ н о т а _  с ӄ ы _  ч ы к о _  в т ы _ в а _ ԓьы _  р а _  ԓ ь ы _  т _ ч а м ъ а м _ м ы т _ рэ _ ԓьу _ ӈы _  н э _ т _ ы н ӄ о _ п ԓ ы т к у _  й _ в э т г а в _  к ы _ у ӄ ӄ э м _ ӄэй _ ӄ у н _  ԓ е ԓ ю _ 
гивԓин ынӄо ръэйвэтгъэт ынкъам мууԓӄытгъэт	 г _  и в _ ԓин _ ы н ӄ о _ р ъ э й в _  э т _  г ъ э _  т _ ы н к ъ а м _ м у у _  ԓ ӄ ы т _ гъэ _ т _ 
нэмэ гэмгутыԓеԓьэтԓинэт котчой ныянрагакаӈыԓьатӄэнат ӈыроргарэ ирэпиӄытъым	 н э м э _ г э _  м г у _  т ы ԓ е _  ԓ ь э т _  ԓ и н э _ т _ к о т ч о _  й _ н ы _  я н _ ра _  г а к а ӈ ы _  ԓ ь а т _  ӄ э н а _ т _ ӈ ы р о р г а _ рэ _ и р э _  п и ӄ ы _ т _  ъ ы м _ 
ӄунԓеԓю уӄӄэмӄэй ирэпиӄытъым	 ӄ у н _  ԓ е ԓ ю _ у ӄ ӄ э м _  ӄ э й _ и р э _  п и ӄ ы _ т _  ъ ы м _ 
нэмэ ныёпыԓӄэвыԓьатӄэн тэнԓымынкыри тыԓяма нэмэ ивнинэт тумгыт нивӄин уӄӄэмӄэй ныянотӄэн ирэпиӄытъым ԓюур	 н э м э _ н ы _  ё _  п ы ԓ ӄ э в ы _  ԓ ь а т _ ӄэн _ т э н ԓ ы м _ ын _ кы _ ри _ т ы ԓ я _ ма _ н э м э _ и в _ ни _  н э _ т _ т у м г ы _ т _ н _ ив _ ӄин _ у ӄ ӄ э м _ ӄэй _ н ы _  я н о т _  ӄ э н _ и р э _  п и ӄ ы _ т _  ъ ы м _ ԓ ю у р _ 
вай пыкиргъэт ӄэгԓынангэр	 в а й _ п ы к и р _  г ъ э _ т _ ӄ э г ԓ ы _ нан _  г э р _ 
ынкы нытваӄэн тытыԓ нотасӄычыкогты	 ы н _ кы _ н ы _ тва _ ӄэн _ т ы _  т ы ԓ _ н о т а _ сӄы _ чыко _  г т ы _ 
ӄынур имчьэчукин ивнинэт	 ӄ ы н у р _ и м ч ь _  э ч у _  к и н _ и в _ ни _  н э _ т _ 
ӄунԓеԓюнэ гапэрӄытваԓен ӄунԓеԓю наӄам	 ӄ у н _  ԓ е ԓ ю _  н э _ г а _  п э р ӄ ы _  т в а _  ԓ е н _ ӄ у н _  ԓ е ԓ ю _ н а ӄ а м _ 
эԓгарӄааԓьын ынин	 э ԓ г _  а р _  ӄ а а _  ԓ ь ы _  н _ ы н _  и н _ 
